"Date","MCP ","SMP ","Positive Imbalance Price (TL/MWh)","Negative Imbalance Price (TL/MWh)","SMP Direction"
"25.09.20 09:00","316.55","399.00","307.05","410.97","? Energy Deficit"
"25.09.20 10:00","318.22","403.22","308.67","415.32","? Energy Deficit"
"25.09.20 11:00","335.00","420.00","324.95","432.60","? Energy Deficit"
"25.09.20 12:00","314.89","374.89","305.44","386.14","? Energy Deficit"
"25.09.20 13:00","315.25","370.00","305.79","381.10","? Energy Deficit"
"25.09.20 14:00","390.00","450.00","378.30","463.50","? Energy Deficit"
"25.09.20 15:00","400.00","450.00","388.00","463.50","? Energy Deficit"
"25.09.20 16:00","441.42","458.88","428.18","472.65","? Energy Deficit"
"25.09.20 17:00","399.99","415.00","387.99","427.45","? Energy Deficit"
"25.09.20 18:00","370.42","410.42","359.31","422.73","? Energy Deficit"
"25.09.20 19:00","390.00","450.00","378.30","463.50","? Energy Deficit"
"25.09.20 20:00","319.56","379.56","309.97","390.95","? Energy Deficit"
"25.09.20 21:00","313.66","373.66","304.25","384.87","? Energy Deficit"
"25.09.20 22:00","309.51","350.00","300.22","360.50","? Energy Deficit"
"25.09.20 23:00","303.62","350.00","294.51","360.50","? Energy Deficit"
"26.09.20 00:00","305.52","211.18","204.84","314.69","?Energy Surplus"
"26.09.20 01:00","299.07","240.07","232.87","308.04","?Energy Surplus"
"26.09.20 02:00","293.59","234.59","227.55","302.40","?Energy Surplus"
"26.09.20 03:00","282.09","271.89","263.73","290.55","?Energy Surplus"
"26.09.20 04:00","267.67","267.67","259.64","275.70","? In Balance"
"26.09.20 05:00","258.99","258.99","251.22","266.76","? In Balance"
"26.09.20 06:00","224.99","224.99","218.24","231.74","? In Balance"
"26.09.20 07:00","247.57","221.33","214.69","255.00","?Energy Surplus"
"26.09.20 08:00","294.70","309.99","285.86","319.29","? Energy Deficit"
"26.09.20 09:00","301.13","320.00","292.10","329.60","? Energy Deficit"
"26.09.20 10:00","302.75","310.01","293.67","319.31","? Energy Deficit"
"26.09.20 11:00","302.94","302.94","293.85","312.03","? In Balance"
"26.09.20 12:00","297.68","307.01","288.75","316.22","? Energy Deficit"
"26.09.20 13:00","298.46","338.46","289.51","348.61","? Energy Deficit"
"26.09.20 14:00","300.00","360.00","291.00","370.80","? Energy Deficit"
"26.09.20 15:00","299.48","349.48","290.50","359.96","? Energy Deficit"
"26.09.20 16:00","300.01","328.88","291.01","338.75","? Energy Deficit"
"26.09.20 17:00","301.20","301.20","292.16","310.24","? Energy Deficit"
"26.09.20 18:00","303.98","303.98","294.86","313.10","? Energy Deficit"
"26.09.20 19:00","308.99","308.99","299.72","318.26","? Energy Deficit"
"26.09.20 20:00","304.61","285.61","277.04","313.75","?Energy Surplus"
"26.09.20 21:00","299.18","249.18","241.70","308.16","?Energy Surplus"
"26.09.20 22:00","293.23","243.23","235.93","302.03","?Energy Surplus"
"26.09.20 23:00","224.35","201.00","194.97","231.08","?Energy Surplus"
"27.09.20 00:00","267.67","191.00","185.27","275.70","?Energy Surplus"
"27.09.20 01:00","267.67","267.67","259.64","275.70","? In Balance"
"27.09.20 02:00","207.70","187.70","182.07","213.93","?Energy Surplus"
"27.09.20 03:00","212.18","212.18","205.81","218.55","? Energy Deficit"
"27.09.20 04:00","250.01","290.00","242.51","298.70","? Energy Deficit"
"27.09.20 05:00","290.44","335.44","281.73","345.50","? Energy Deficit"
"27.09.20 06:00","277.00","306.00","268.69","315.18","? Energy Deficit"
"27.09.20 07:00","232.27","261.27","225.30","269.11","? Energy Deficit"
"27.09.20 08:00","225.01","258.88","218.26","266.65","? Energy Deficit"
"27.09.20 09:00","232.27","277.27","225.30","285.59","? Energy Deficit"
"27.09.20 10:00","291.97","336.97","283.21","347.08","? Energy Deficit"
"27.09.20 11:00","293.31","360.00","284.51","370.80","? Energy Deficit"
"27.09.20 12:00","290.05","370.05","281.35","381.15","? Energy Deficit"
"27.09.20 13:00","280.02","359.90","271.62","370.70","? Energy Deficit"
"27.09.20 14:00","250.00","330.00","242.50","339.90","? Energy Deficit"
"27.09.20 15:00","292.63","344.87","283.85","355.22","? Energy Deficit"
"27.09.20 16:00","295.36","345.36","286.50","355.72","? Energy Deficit"
"27.09.20 17:00","302.15","354.87","293.09","365.52","? Energy Deficit"
"27.09.20 18:00","310.91","369.91","301.58","381.01","? Energy Deficit"
"27.09.20 19:00","319.86","369.86","310.26","380.96","? Energy Deficit"
"27.09.20 20:00","317.27","365.00","307.75","375.95","? Energy Deficit"
"27.09.20 21:00","311.11","365.00","301.78","375.95","? Energy Deficit"
"27.09.20 22:00","308.29","365.00","299.04","375.95","? Energy Deficit"
"27.09.20 23:00","302.04","361.04","292.98","371.87","? Energy Deficit"
"28.09.20 00:00","292.34","302.34","283.57","311.41","? Energy Deficit"
"28.09.20 01:00","291.28","304.99","282.54","314.14","? Energy Deficit"
"28.09.20 02:00","249.99","249.99","242.49","257.49","? Energy Deficit"
"28.09.20 03:00","245.00","245.00","237.65","252.35","? Energy Deficit"
"28.09.20 04:00","244.99","211.18","204.84","252.34","?Energy Surplus"
"28.09.20 05:00","247.57","201.00","194.97","255.00","?Energy Surplus"
"28.09.20 06:00","290.01","201.00","194.97","298.71","?Energy Surplus"
"28.09.20 07:00","292.46","242.46","235.19","301.23","?Energy Surplus"
"28.09.20 08:00","308.49","308.49","299.24","317.74","? Energy Deficit"
"28.09.20 09:00","316.89","386.89","307.38","398.50","? Energy Deficit"
"28.09.20 10:00","318.28","388.28","308.73","399.93","? Energy Deficit"
"28.09.20 11:00","349.99","429.99","339.49","442.89","? Energy Deficit"
"28.09.20 12:00","315.07","365.07","305.62","376.02","? Energy Deficit"
"28.09.20 13:00","319.47","365.00","309.89","375.95","? Energy Deficit"
"28.09.20 14:00","398.99","448.99","387.02","462.46","? Energy Deficit"
"28.09.20 15:00","400.01","450.00","388.01","463.50","? Energy Deficit"
"28.09.20 16:00","599.00","599.00","581.03","616.97","? Energy Deficit"
"28.09.20 17:00","582.50","582.50","565.02","599.98","? Energy Deficit"
"28.09.20 18:00","499.00","499.00","484.03","513.97","? Energy Deficit"
"28.09.20 19:00","599.99","599.99","581.99","617.99","? Energy Deficit"
"28.09.20 20:00","379.99","410.00","368.59","422.30","? Energy Deficit"
"28.09.20 21:00","316.74","361.74","307.24","372.59","? Energy Deficit"
"28.09.20 22:00","311.21","341.21","301.87","351.45","? Energy Deficit"
"28.09.20 23:00","303.60","337.60","294.49","347.73","? Energy Deficit"
"29.09.20 00:00","296.04","325.04","287.16","334.79","? Energy Deficit"
"29.09.20 01:00","293.58","304.99","284.77","314.14","? Energy Deficit"
"29.09.20 02:00","290.90","290.90","282.17","299.63","? In Balance"
"29.09.20 03:00","247.58","247.58","240.15","255.01","? In Balance"
"29.09.20 04:00","247.58","247.58","240.15","255.01","? In Balance"
"29.09.20 05:00","274.99","274.99","266.74","283.24","? In Balance"
"29.09.20 06:00","247.58","247.58","240.15","255.01","? In Balance"
"29.09.20 07:00","292.22","335.00","283.45","345.05","? Energy Deficit"
"29.09.20 08:00","307.74","318.01","298.51","327.55","? Energy Deficit"
"29.09.20 09:00","316.21","380.00","306.72","391.40","? Energy Deficit"
"29.09.20 10:00","314.67","384.67","305.23","396.21","? Energy Deficit"
"29.09.20 11:00","315.36","395.36","305.90","407.22","? Energy Deficit"
"29.09.20 12:00","309.80","309.80","300.51","319.09","? Energy Deficit"
"29.09.20 13:00","313.75","212.12","205.76","323.16","?Energy Surplus"
"29.09.20 14:00","319.73","329.99","310.14","339.89","? Energy Deficit"
"29.09.20 15:00","370.41","395.41","359.30","407.27","? Energy Deficit"
"29.09.20 16:00","435.53","305.00","295.85","448.60","?Energy Surplus"
"29.09.20 17:00","419.99","280.00","271.60","432.59","?Energy Surplus"
"29.09.20 18:00","390.00","280.00","271.60","401.70","?Energy Surplus"
"29.09.20 19:00","525.00","466.00","452.02","540.75","?Energy Surplus"
"29.09.20 20:00","400.00","280.00","271.60","412.00","?Energy Surplus"
"29.09.20 21:00","317.76","212.12","205.76","327.29","?Energy Surplus"
"29.09.20 22:00","313.76","202.12","196.06","323.17","?Energy Surplus"
"29.09.20 23:00","306.95","212.12","205.76","316.16","?Energy Surplus"
"30.09.20 00:00","300.18","310.18","291.17","319.49","? Energy Deficit"
"30.09.20 01:00","297.57","278.57","270.21","306.50","?Energy Surplus"
"30.09.20 02:00","295.00","295.00","286.15","303.85","? Energy Deficit"
"30.09.20 03:00","292.90","292.90","284.11","301.69","? In Balance"
"30.09.20 04:00","292.75","242.75","235.47","301.53","?Energy Surplus"
"30.09.20 05:00","293.21","218.18","211.63","302.01","?Energy Surplus"
"30.09.20 06:00","292.99","242.99","235.70","301.78","?Energy Surplus"
"30.09.20 07:00","296.35","246.35","238.96","305.24","?Energy Surplus"
"30.09.20 08:00","311.68","218.18","211.63","321.03","?Energy Surplus"
"30.09.20 09:00","318.33","358.33","308.78","369.08","? Energy Deficit"
"30.09.20 10:00","316.24","316.24","306.75","325.73","? Energy Deficit"
"30.09.20 11:00","318.91","334.99","309.34","345.04","? Energy Deficit"
"30.09.20 12:00","313.36","214.00","207.58","322.76","?Energy Surplus"
"30.09.20 13:00","317.03","317.03","307.52","326.54","? Energy Deficit"
"30.09.20 14:00","388.01","388.01","376.37","399.65","? Energy Deficit"
"30.09.20 15:00","410.00","250.00","242.50","422.30","?Energy Surplus"
"30.09.20 16:00","409.99","229.00","222.13","422.29","?Energy Surplus"
"30.09.20 17:00","410.00","250.00","242.50","422.30","?Energy Surplus"
"30.09.20 18:00","391.04","229.00","222.13","402.77","?Energy Surplus"
"30.09.20 19:00","421.04","421.04","408.41","433.67","? Energy Deficit"
"30.09.20 20:00","380.00","380.00","368.60","391.40","? Energy Deficit"
"30.09.20 21:00","318.59","318.59","309.03","328.15","? Energy Deficit"
"30.09.20 22:00","314.91","314.91","305.46","324.36","? Energy Deficit"
"30.09.20 23:00","309.71","224.00","217.28","319.00","?Energy Surplus"
